sku	причина	rz_id	категорія	характеристик постачальника	характеристик після фільтрів	характеристики	назва
3020772070	менше 3 характеристик	298224	Набори інструментів	1	1	Бренд	Набір фіксаторів розподільчого валу ГРМ для двигунів Ford EcoBoost 1.0 G.I.Kraft (GI-01-0005)
3020772071	менше 3 характеристик	4644008	Тестери і вимірники автомобільні	1	1	Бренд	Набір для перевірки герметичності детектор системи наддуву турбокомпресора G.I.Kraft (GI-04-0002)
3020772073	менше 3 характеристик	298224	Набори інструментів	1	1	Бренд	Набір фіксаторів розподільчого валу ГРМ для турбованого двигуна Ford 1.0 G.I.Kraft (GI-01-0004)
3020772074	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Знімач сальників G.I.Kraft (GI-09-0003)
3020772075	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір для випресовування підшипників втулок G.I.Kraft (GI-09-0006)
3020772079	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Розсухарювач клапанів універсальний G.I.Kraft (GI-02-0002)
3020772080	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Розсухарювач клапанів універсальний G.I.Kraft (GI-02-0004)
3020772081	менше 3 характеристик	4660209	Круглогубці	2	2	Бренд | Призначення	Набір кліщів для стопорних кілець та хомутів G.I.Kraft (GI-14-0001)
3020772082	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Розсухарювач клапанів струбцинного типу універсальний G.I.Kraft (GI-02-0005)
3020772083	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Розсухарювач клапанів верхнього розташування G.I.Kraft (GI-02-0006)
3020772084	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір для зняття підшипників передніх ступиць G.I.Kraft (GI-09-0007)
3020772085	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір для заміни шківа колінчастого вала Ford EcoBoost 1.0 1.1 G.I.Kraft (GI-02-0001)
3020772086	менше 3 характеристик	298224	Набори інструментів	1	1	Бренд	Набір фіксаторів розподільчого валу ГРМ для дизельних двигунів VAG 1.6 2.0 TDI CR G.I.Kraft (GI-01-0003)
3020772087	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір для зняття дизельних форсунок Common Rail MB CDI 611.612.613 G.I.Kraft (GI-03-0003)
3020772089	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір для зняття форсунок пневматичний універсальний G.I.Kraft (GI-03-0002)
3020772090	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір для зняття паливних форсунок пневматичний G.I.Kraft (GI-03-0001)
3020772091	менше 3 характеристик	298224	Набори інструментів	1	1	Бренд	Набір оправок для запресовування сальників підшипників та сайлентблоків G.I.Kraft (GI-09-0005)
3020772092	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір оправок для встановлення підшипників і сальників G.I.Kraft (GI-09-0004)
3020772093	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Комплект для заміни кульових шарнірів G.I.Kraft (GI-08-0004)
3020772095	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Тип приводу	Набір для зняття кульових опор гідравлічний зі змінними насадками G.I.Kraft (GI-08-0001)
3020772096	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Пристрій для заміни захисних чохлів пильовиків ШРУСа пневматичний G.I.Kraft (GI-08-0003)
3083514940	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Універсальний набір для зняття та встановлення втулок G.I.Kraft (GI-09-0002)
3083514941	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Універсальний набір для зняття та встановлення втулок G.I.Kraft (GI-09-0001)
